Version 2.0.5,13.133716,34.869261,52.474559,70.913849,91.832820,110.886365,138.039871,159.497628,178.154181,260.060519
Master,19.628705,34.344845,53.431666,74.691631,98.712194,115.555477,139.734410,159.875264,185.351598,203.817496
Fork,0.520531,1.175194,1.745314,2.305642,3.092154,3.563367,4.317129,4.714617,5.514904,6.061312
